expenditure_type,sector,dp_code,account_head,amount_thousand,amount_crore,simplified_sector
capital_goods,education,410-40-23-08,CMBFS PURCHASE,10000,1.0,infrastructure
capital_goods,healthcare,410-40-19-00,PUBLIC ANALYST LAB EQUIPMENTS,10000,1.0,infrastructure
capital_goods,healthcare,410-40-19-01,DIAGNOSTIC LABORATORY EQUIPMENTS,100,0.01,infrastructure
capital_goods,healthcare,410-60-02-00,COMPUTERS,200,0.02,infrastructure
capital_goods,healthcare,410-70-01-00,CHAIR,100,0.01,infrastructure
capital_goods,healthcare,410-70-02-00,TABLE,100,0.01,infrastructure
capital_goods,healthcare,410-70-03-00,BUREAUS & RACKS,100,0.01,infrastructure
capital_goods,healthcare,410-80-00-00,OTHER FIXED ASSETS,500,0.05,infrastructure
capital_goods,healthcare,410-60-09-00,AIR CONDITIONER,100,0.01,infrastructure
capital_goods,healthcare,410-60-10-00,REFEGIRATOR,100,0.01,infrastructure
capital_goods,healthcare,410-40-07-01,FOGGING MACHINES-VEHICLE MOUNTED,20000,2.0,infrastructure
capital_goods,healthcare,410-40-07-02,FOGGING MACHINES-PORTABLE,5000,0.5,infrastructure
capital_goods,healthcare,410-60-02-00,COMPUTERS,100,0.01,infrastructure
capital_goods,healthcare,410-60-04-00,PRINTERS,100,0.01,infrastructure
capital_goods,healthcare,410-80-00-00,OTHER FIXED ASSETS,1000,0.1,infrastructure
capital_goods,healthcare,410-40-03-00,OPERATION THEATRE EQUIPMENTS,3500,0.35,infrastructure
capital_goods,healthcare,410-40-15-00,GENERATORS,500,0.05,infrastructure
capital_goods,healthcare,410-60-09-00,AIR CONDITIONER,200,0.02,infrastructure
capital_goods,healthcare,410-60-10-00,REFEGIRATOR,200,0.02,infrastructure
capital_goods,healthcare,410-70-01-00,CHAIR,200,0.02,infrastructure
capital_goods,healthcare,410-70-02-00,TABLE,200,0.02,infrastructure
capital_goods,healthcare,410-70-03-00,BUREAUS & RACKS,200,0.02,infrastructure
capital_goods,healthcare,410-80-00-00,OTHER FIXED ASSETS,500,0.05,infrastructure
capital_goods,infrastructure,412-10-14-00,CAPITAL GRANT FUND,100000,10.0,infrastructure
capital_goods,infrastructure,412-10-14-01,INFRASTRUCTURE AND AMENITIES FUND,2300000,230.0,infrastructure
capital_goods,infrastructure,412-10-16-02,CMCDM (2018-19),30000,3.0,infrastructure
capital_goods,infrastructure,412-40-09-02,BRIDGES,250000,25.0,infrastructure
capital_goods,energy,412-10-22-00,NIRBHYA SCHEME,300000,30.0,infrastructure
capital_goods,energy,412-40-13-01,LAMP POSTS,20000,2.0,infrastructure
capital_goods,energy,412-40-13-02,CABLES,20000,2.0,infrastructure
capital_goods,energy,412-40-13-03,LIGHT FITTINGS,20000,2.0,infrastructure
capital_goods,energy,412-40-13-05,OTHER FITTINGS,20000,2.0,infrastructure
capital_goods,energy,412-10-19-00,SMART CITY SCHEME,120000,12.0,infrastructure
capital_goods,infrastructure,410-40-12-00,TREE CUTTING EQUIPMENTS,5000,0.5,infrastructure
capital_goods,infrastructure,410-40-16-00,PRINTING PRESS EQUIPMENTS,5000,0.5,infrastructure
capital_goods,infrastructure,410-40-18-00,MECHANICAL WORKSHOP EQUIPMENTS,5000,0.5,infrastructure
capital_goods,infrastructure,410-40-18-01,MACHINERY AND EQUIPMENTS,5000,0.5,infrastructure
capital_goods,infrastructure,410-40-23-03,SBM-SWM PROJECT (PURCHASE),350000,35.0,infrastructure
capital_goods,infrastructure,410-40-23-04,BEACH CLEANING MACHINE,20000,2.0,infrastructure
capital_goods,infrastructure,410-50-01-00,LORRY,10000,1.0,infrastructure
capital_goods,infrastructure,410-50-07-00,CAR,5000,0.5,infrastructure
capital_goods,infrastructure,410-50-08-00,JEEP,5000,0.5,infrastructure
capital_goods,environment,412-10-23-00,SINGARA CHENNAI 2.0,200000,20.0,infrastructure
capital_goods,environment,412-40-01-00,PLAY GROUNDS,100000,10.0,infrastructure
capital_goods,environment,412-40-02-00,PARKS AND GARDENS,100000,10.0,infrastructure
capital_goods,environment,412-10-17-01,SBM-SWM INFRASTRUCTURE,1000000,100.0,infrastructure
capital_goods,environment,412-10-17-02,SBM 2.0-SWM INFRASTRUCTURE,1050000,105.0,infrastructure
capital_goods,environment,412-40-05-08,S.W.M. DEPARTMENT - BUILDINGS,50000,5.0,infrastructure
capital_goods,urban_development,412-10-14-01,INFRASTRUCTURE AND AMENITIES FUND,900000,90.0,infrastructure
capital_goods,urban_development,412-10-19-00,SMART CITY SCHEME,80000,8.0,infrastructure
capital_goods,urban_development,412-10-19-01,SMART CITY SCHEME - CITIIS,270000,27.0,infrastructure
capital_goods,urban_development,412-10-22-00,NIRBHYA SCHEME,35000,3.5,infrastructure
capital_goods,urban_development,412-10-23-00,SINGARA CHENNAI 2.0,300000,30.0,infrastructure
capital_goods,urban_development,412-10-23-02,CHENNAI CITY PARTNERSHIP (World Bank Fund),500000,50.0,infrastructure
capital_goods,urban_development,412-40-06-04,PUBLIC CONVENIENCE,430000,43.0,infrastructure
capital_goods,urban_development,412-40-30-00,MISCELLANEOUS WORKS,80000,8.0,infrastructure
capital_goods,infrastructure,410-40-14-00,DEWATERING PUMPS,100,0.01,infrastructure
capital_goods,infrastructure,410-40-22-00,PLASTIC SHREDDING MACHINE,100,0.01,infrastructure
capital_goods,infrastructure,410-40-23-02,AMMA UNAVAGAM EQUIPMENTS,100,0.01,infrastructure
capital_goods,infrastructure,410-70-01-00,CHAIR,100,0.01,infrastructure
capital_goods,infrastructure,410-70-02-00,TABLE,100,0.01,infrastructure
capital_goods,infrastructure,410-70-03-00,BUREAUS & RACKS,100,0.01,infrastructure
capital_goods,infrastructure,410-80-00-00,OTHER FIXED ASSETS,100,0.01,infrastructure
capital_goods,infrastructure,410-40-15-00,GENERATORS,100,0.01,infrastructure
capital_goods,infrastructure,410-40-22-00,PLASTIC SHREDDING MACHINE,100,0.01,infrastructure
capital_goods,infrastructure,410-40-23-02,AMMA UNAVAGAM EQUIPMENTS,100,0.01,infrastructure
capital_goods,infrastructure,410-40-23-08,CMBFS PURCHASE,500,0.05,infrastructure
capital_goods,infrastructure,410-70-01-00,CHAIR,100,0.01,infrastructure
capital_goods,infrastructure,410-70-02-00,TABLE,100,0.01,infrastructure
capital_goods,infrastructure,410-70-03-00,BUREAUS & RACKS,100,0.01,infrastructure
capital_goods,infrastructure,410-80-00-00,OTHER FIXED ASSETS,100,0.01,infrastructure
capital_goods,infrastructure,410-40-15-00,GENERATORS,100,0.01,infrastructure
capital_goods,infrastructure,410-40-22-00,PLASTIC SHREDDING MACHINE,100,0.01,infrastructure
capital_goods,infrastructure,410-40-23-02,AMMA UNAVAGAM EQUIPMENTS,100,0.01,infrastructure
capital_goods,infrastructure,410-60-09-00,AIR CONDITIONER,100,0.01,infrastructure
capital_goods,infrastructure,410-70-01-00,CHAIR,100,0.01,infrastructure
capital_goods,infrastructure,410-70-02-00,TABLE,100,0.01,infrastructure
capital_goods,infrastructure,410-70-03-00,BUREAUS & RACKS,100,0.01,infrastructure
capital_goods,infrastructure,410-80-00-00,OTHER FIXED ASSETS,100,0.01,infrastructure
capital_goods,infrastructure,410-40-22-00,PLASTIC SHREDDING MACHINE,100,0.01,infrastructure
capital_goods,infrastructure,410-40-23-02,AMMA UNAVAGAM EQUIPMENTS,100,0.01,infrastructure
capital_goods,infrastructure,410-40-23-08,CMBFS PURCHASE,100,0.01,infrastructure
capital_goods,infrastructure,410-70-01-00,CHAIR,100,0.01,infrastructure
capital_goods,infrastructure,410-70-02-00,TABLE,100,0.01,infrastructure
capital_goods,infrastructure,410-70-03-00,BUREAUS & RACKS,100,0.01,infrastructure
capital_goods,infrastructure,410-80-00-00,OTHER FIXED ASSETS,100,0.01,infrastructure
capital_goods,infrastructure,410-40-13-00,GYM EQUIPMENTS,100,0.01,infrastructure
capital_goods,infrastructure,410-40-22-00,PLASTIC SHREDDING MACHINE,100,0.01,infrastructure
capital_goods,infrastructure,410-40-23-02,AMMA UNAVAGAM EQUIPMENTS,100,0.01,infrastructure
capital_goods,infrastructure,410-40-23-08,CMBFS PURCHASE,100,0.01,infrastructure
capital_goods,infrastructure,410-70-01-00,CHAIR,100,0.01,infrastructure
capital_goods,infrastructure,410-70-02-00,TABLE,100,0.01,infrastructure
capital_goods,infrastructure,410-70-03-00,BUREAUS & RACKS,100,0.01,infrastructure
capital_goods,infrastructure,410-80-00-00,OTHER FIXED ASSETS,100,0.01,infrastructure
capital_goods,infrastructure,410-40-12-00,TREE CUTTING EQUIPMENTS,200,0.02,infrastructure
capital_goods,infrastructure,410-40-13-00,GYM EQUIPMENTS,100,0.01,infrastructure
capital_goods,infrastructure,410-40-22-00,PLASTIC SHREDDING MACHINE,500,0.05,infrastructure
capital_goods,infrastructure,410-40-23-02,AMMA UNAVAGAM EQUIPMENTS,100,0.01,infrastructure
capital_goods,infrastructure,410-60-09-00,AIR CONDITIONER,100,0.01,infrastructure
capital_goods,infrastructure,410-70-01-00,CHAIR,100,0.01,infrastructure
capital_goods,infrastructure,410-70-02-00,TABLE,100,0.01,infrastructure
capital_goods,infrastructure,410-70-03-00,BUREAUS & RACKS,100,0.01,infrastructure
capital_goods,infrastructure,410-70-06-00,ELECTRICAL FITTINGS,100,0.01,infrastructure
capital_goods,infrastructure,410-80-00-00,OTHER FIXED ASSETS,100,0.01,infrastructure
capital_goods,infrastructure,410-40-22-00,PLASTIC SHREDDING MACHINE,100,0.01,infrastructure
capital_goods,infrastructure,410-40-23-02,AMMA UNAVAGAM EQUIPMENTS,100,0.01,infrastructure
capital_goods,infrastructure,410-40-23-08,CMBFS PURCHASE,500,0.05,infrastructure
capital_goods,infrastructure,410-70-01-00,CHAIR,100,0.01,infrastructure
capital_goods,infrastructure,410-70-02-00,TABLE,100,0.01,infrastructure
capital_goods,infrastructure,410-70-03-00,BUREAUS & RACKS,100,0.01,infrastructure
capital_goods,infrastructure,410-80-00-00,OTHER FIXED ASSETS,100,0.01,infrastructure
capital_goods,infrastructure,410-40-22-00,PLASTIC SHREDDING MACHINE,100,0.01,infrastructure
capital_goods,infrastructure,410-40-23-02,AMMA UNAVAGAM EQUIPMENTS,100,0.01,infrastructure
capital_goods,infrastructure,410-40-23-08,CMBFS PURCHASE,500,0.05,infrastructure
capital_goods,infrastructure,410-60-09-00,AIR CONDITIONER,100,0.01,infrastructure
capital_goods,infrastructure,410-70-01-00,CHAIR,100,0.01,infrastructure
capital_goods,infrastructure,410-70-02-00,TABLE,100,0.01,infrastructure
capital_goods,infrastructure,410-70-03-00,BUREAUS & RACKS,100,0.01,infrastructure
capital_goods,infrastructure,410-70-08-00,INVERTORS,100,0.01,infrastructure
capital_goods,infrastructure,410-80-00-00,OTHER FIXED ASSETS,100,0.01,infrastructure
capital_goods,infrastructure,410-40-14-00,DEWATERING PUMPS,100,0.01,infrastructure
capital_goods,infrastructure,410-40-22-00,PLASTIC SHREDDING MACHINE,100,0.01,infrastructure
capital_goods,infrastructure,410-40-23-02,AMMA UNAVAGAM EQUIPMENTS,100,0.01,infrastructure
capital_goods,infrastructure,410-70-01-00,CHAIR,100,0.01,infrastructure
capital_goods,infrastructure,410-70-02-00,TABLE,100,0.01,infrastructure
capital_goods,infrastructure,410-70-03-00,BUREAUS & RACKS,100,0.01,infrastructure
capital_goods,infrastructure,410-80-00-00,OTHER FIXED ASSETS,100,0.01,infrastructure
capital_goods,infrastructure,410-40-14-00,DEWATERING PUMPS,100,0.01,infrastructure
capital_goods,infrastructure,410-40-22-00,PLASTIC SHREDDING MACHINE,100,0.01,infrastructure
capital_goods,infrastructure,410-40-23-02,AMMA UNAVAGAM EQUIPMENTS,100,0.01,infrastructure
capital_goods,infrastructure,410-70-01-00,CHAIR,100,0.01,infrastructure
capital_goods,infrastructure,410-70-02-00,TABLE,100,0.01,infrastructure
capital_goods,infrastructure,410-70-03-00,BUREAUS & RACKS,100,0.01,infrastructure
capital_goods,infrastructure,410-70-08-00,INVERTORS,100,0.01,infrastructure
capital_goods,infrastructure,410-80-00-00,OTHER FIXED ASSETS,100,0.01,infrastructure
capital_goods,infrastructure,410-40-22-00,PLASTIC SHREDDING MACHINE,100,0.01,infrastructure
capital_goods,infrastructure,410-40-23-02,AMMA UNAVAGAM EQUIPMENTS,100,0.01,infrastructure
